name, name_modified, nr_samples, fs, channel_ids, sequence, class, avg. quality, segment id
3_450_0.mat,3_0_0450,240000,400,16,6,0,100,75
3_451_0.mat,3_0_0451,240000,400,16,1,0,100,76
3_452_0.mat,3_0_0452,240000,400,16,2,0,100,76
3_453_0.mat,3_0_0453,240000,400,16,3,0,100,76
3_454_0.mat,3_0_0454,240000,400,16,4,0,100,76
3_455_0.mat,3_0_0455,240000,400,16,5,0,100,76
3_456_0.mat,3_0_0456,240000,400,16,6,0,100,76
3_457_0.mat,3_0_0457,240000,400,16,1,0,100,77
3_458_0.mat,3_0_0458,240000,400,16,2,0,100,77
3_459_0.mat,3_0_0459,240000,400,16,3,0,100,77
3_460_0.mat,3_0_0460,240000,400,16,4,0,100,77
3_461_0.mat,3_0_0461,240000,400,16,5,0,100,77
3_462_0.mat,3_0_0462,240000,400,16,6,0,100,77
3_463_0.mat,3_0_0463,240000,400,16,1,0,100,78
3_464_0.mat,3_0_0464,240000,400,16,2,0,100,78
3_465_0.mat,3_0_0465,240000,400,16,3,0,100,78
3_466_0.mat,3_0_0466,240000,400,16,4,0,100,78
3_467_0.mat,3_0_0467,240000,400,16,5,0,100,78
3_468_0.mat,3_0_0468,240000,400,16,6,0,100,78
3_469_0.mat,3_0_0469,240000,400,16,1,0,100,79
3_470_0.mat,3_0_0470,240000,400,16,2,0,100,79
3_471_0.mat,3_0_0471,240000,400,16,3,0,100,79
3_472_0.mat,3_0_0472,240000,400,16,4,0,100,79
3_473_0.mat,3_0_0473,240000,400,16,5,0,100,79
3_474_0.mat,3_0_0474,240000,400,16,6,0,100,79
3_475_0.mat,3_0_0475,240000,400,16,1,0,100,80
3_476_0.mat,3_0_0476,240000,400,16,2,0,100,80
3_477_0.mat,3_0_0477,240000,400,16,3,0,100,80
3_478_0.mat,3_0_0478,240000,400,16,4,0,100,80
3_479_0.mat,3_0_0479,240000,400,16,5,0,100,80
3_480_0.mat,3_0_0480,240000,400,16,6,0,65,80
3_481_0.mat,3_0_0481,240000,400,16,1,0,100,81
3_482_0.mat,3_0_0482,240000,400,16,2,0,100,81
3_483_0.mat,3_0_0483,240000,400,16,3,0,100,81
3_484_0.mat,3_0_0484,240000,400,16,4,0,100,81
3_485_0.mat,3_0_0485,240000,400,16,5,0,100,81
3_486_0.mat,3_0_0486,240000,400,16,6,0,100,81
3_487_0.mat,3_0_0487,240000,400,16,1,0,100,82
3_488_0.mat,3_0_0488,240000,400,16,2,0,100,82
3_489_0.mat,3_0_0489,240000,400,16,3,0,99,82
3_490_0.mat,3_0_0490,240000,400,16,4,0,99,82
3_491_0.mat,3_0_0491,240000,400,16,5,0,100,82
3_492_0.mat,3_0_0492,240000,400,16,6,0,100,82
3_493_0.mat,3_0_0493,240000,400,16,1,0,68,83
3_494_0.mat,3_0_0494,240000,400,16,2,0,100,83
3_495_0.mat,3_0_0495,240000,400,16,3,0,100,83
3_496_0.mat,3_0_0496,240000,400,16,4,0,100,83
3_497_0.mat,3_0_0497,240000,400,16,5,0,100,83
3_498_0.mat,3_0_0498,240000,400,16,6,0,100,83
3_499_0.mat,3_0_0499,240000,400,16,1,0,100,84
3_500_0.mat,3_0_0500,240000,400,16,2,0,100,84
3_501_0.mat,3_0_0501,240000,400,16,3,0,100,84
3_502_0.mat,3_0_0502,240000,400,16,4,0,100,84
3_503_0.mat,3_0_0503,240000,400,16,5,0,100,84
3_504_0.mat,3_0_0504,240000,400,16,6,0,100,84
3_505_0.mat,3_0_0505,240000,400,16,1,0,100,85
3_506_0.mat,3_0_0506,240000,400,16,2,0,100,85
3_507_0.mat,3_0_0507,240000,400,16,3,0,100,85
3_508_0.mat,3_0_0508,240000,400,16,4,0,100,85
3_509_0.mat,3_0_0509,240000,400,16,5,0,100,85
3_510_0.mat,3_0_0510,240000,400,16,6,0,100,85
3_511_0.mat,3_0_0511,240000,400,16,1,0,100,86
3_512_0.mat,3_0_0512,240000,400,16,2,0,100,86
3_513_0.mat,3_0_0513,240000,400,16,3,0,100,86
3_514_0.mat,3_0_0514,240000,400,16,4,0,100,86
3_515_0.mat,3_0_0515,240000,400,16,5,0,98,86
3_516_0.mat,3_0_0516,240000,400,16,6,0,100,86
3_517_0.mat,3_0_0517,240000,400,16,1,0,100,87
3_518_0.mat,3_0_0518,240000,400,16,2,0,100,87
3_519_0.mat,3_0_0519,240000,400,16,3,0,100,87
3_520_0.mat,3_0_0520,240000,400,16,4,0,100,87
3_521_0.mat,3_0_0521,240000,400,16,5,0,100,87
3_522_0.mat,3_0_0522,240000,400,16,6,0,100,87
3_523_0.mat,3_0_0523,240000,400,16,1,0,100,88
3_524_0.mat,3_0_0524,240000,400,16,2,0,100,88
3_525_0.mat,3_0_0525,240000,400,16,3,0,100,88
3_526_0.mat,3_0_0526,240000,400,16,4,0,99,88
3_527_0.mat,3_0_0527,240000,400,16,5,0,100,88
3_528_0.mat,3_0_0528,240000,400,16,6,0,100,88
3_529_0.mat,3_0_0529,240000,400,16,1,0,100,89
3_530_0.mat,3_0_0530,240000,400,16,2,0,100,89
3_531_0.mat,3_0_0531,240000,400,16,3,0,100,89
3_532_0.mat,3_0_0532,240000,400,16,4,0,100,89
3_533_0.mat,3_0_0533,240000,400,16,5,0,100,89
3_534_0.mat,3_0_0534,240000,400,16,6,0,100,89
3_535_0.mat,3_0_0535,240000,400,16,1,0,100,90
3_536_0.mat,3_0_0536,240000,400,16,2,0,100,90
3_537_0.mat,3_0_0537,240000,400,16,3,0,100,90
3_538_0.mat,3_0_0538,240000,400,16,4,0,100,90
3_539_0.mat,3_0_0539,240000,400,16,5,0,100,90
3_540_0.mat,3_0_0540,240000,400,16,6,0,100,90
3_541_0.mat,3_0_0541,240000,400,16,1,0,100,91
3_542_0.mat,3_0_0542,240000,400,16,2,0,100,91
3_543_0.mat,3_0_0543,240000,400,16,3,0,100,91
3_544_0.mat,3_0_0544,240000,400,16,4,0,100,91
3_545_0.mat,3_0_0545,240000,400,16,5,0,100,91
3_546_0.mat,3_0_0546,240000,400,16,6,0,100,91
3_547_0.mat,3_0_0547,240000,400,16,1,0,100,92
3_548_0.mat,3_0_0548,240000,400,16,2,0,100,92
3_549_0.mat,3_0_0549,240000,400,16,3,0,100,92
3_550_0.mat,3_0_0550,240000,400,16,4,0,100,92
3_551_0.mat,3_0_0551,240000,400,16,5,0,100,92
3_552_0.mat,3_0_0552,240000,400,16,6,0,100,92
3_553_0.mat,3_0_0553,240000,400,16,1,0,100,93
3_554_0.mat,3_0_0554,240000,400,16,2,0,100,93
3_555_0.mat,3_0_0555,240000,400,16,3,0,100,93
3_556_0.mat,3_0_0556,240000,400,16,4,0,100,93
3_557_0.mat,3_0_0557,240000,400,16,5,0,100,93
3_558_0.mat,3_0_0558,240000,400,16,6,0,100,93
3_559_0.mat,3_0_0559,240000,400,16,1,0,100,94
3_560_0.mat,3_0_0560,240000,400,16,2,0,100,94
3_561_0.mat,3_0_0561,240000,400,16,3,0,100,94
3_562_0.mat,3_0_0562,240000,400,16,4,0,100,94
3_563_0.mat,3_0_0563,240000,400,16,5,0,100,94
3_564_0.mat,3_0_0564,240000,400,16,6,0,100,94
3_565_0.mat,3_0_0565,240000,400,16,1,0,100,95
3_566_0.mat,3_0_0566,240000,400,16,2,0,100,95
3_567_0.mat,3_0_0567,240000,400,16,3,0,99,95
3_568_0.mat,3_0_0568,240000,400,16,4,0,97,95
3_569_0.mat,3_0_0569,240000,400,16,5,0,100,95
3_570_0.mat,3_0_0570,240000,400,16,6,0,100,95
3_571_0.mat,3_0_0571,240000,400,16,1,0,100,96
3_572_0.mat,3_0_0572,240000,400,16,2,0,100,96
3_573_0.mat,3_0_0573,240000,400,16,3,0,96,96
3_574_0.mat,3_0_0574,240000,400,16,4,0,100,96
3_575_0.mat,3_0_0575,240000,400,16,5,0,100,96
3_576_0.mat,3_0_0576,240000,400,16,6,0,96,96
3_577_0.mat,3_0_0577,240000,400,16,1,0,100,97
3_578_0.mat,3_0_0578,240000,400,16,2,0,100,97
3_579_0.mat,3_0_0579,240000,400,16,3,0,100,97
3_580_0.mat,3_0_0580,240000,400,16,4,0,100,97
3_581_0.mat,3_0_0581,240000,400,16,5,0,100,97
3_582_0.mat,3_0_0582,240000,400,16,6,0,100,97
3_583_0.mat,3_0_0583,240000,400,16,1,0,100,98
3_584_0.mat,3_0_0584,240000,400,16,2,0,100,98
3_585_0.mat,3_0_0585,240000,400,16,3,0,100,98
3_586_0.mat,3_0_0586,240000,400,16,4,0,100,98
3_587_0.mat,3_0_0587,240000,400,16,5,0,100,98
3_588_0.mat,3_0_0588,240000,400,16,6,0,100,98
3_589_0.mat,3_0_0589,240000,400,16,1,0,100,99
3_590_0.mat,3_0_0590,240000,400,16,2,0,100,99
3_591_0.mat,3_0_0591,240000,400,16,3,0,100,99
3_592_0.mat,3_0_0592,240000,400,16,4,0,100,99
3_593_0.mat,3_0_0593,240000,400,16,5,0,100,99
3_594_0.mat,3_0_0594,240000,400,16,6,0,100,99
3_595_0.mat,3_0_0595,240000,400,16,1,0,100,100
3_596_0.mat,3_0_0596,240000,400,16,2,0,100,100
3_597_0.mat,3_0_0597,240000,400,16,3,0,95,100
3_598_0.mat,3_0_0598,240000,400,16,4,0,100,100
3_599_0.mat,3_0_0599,240000,400,16,5,0,100,100
3_600_0.mat,3_0_0600,240000,400,16,6,0,100,100
3_601_0.mat,3_0_0601,240000,400,16,1,0,99,101
3_602_0.mat,3_0_0602,240000,400,16,2,0,71,101
3_603_0.mat,3_0_0603,240000,400,16,3,0,80,101
3_604_0.mat,3_0_0604,240000,400,16,4,0,100,101
3_605_0.mat,3_0_0605,240000,400,16,5,0,100,101
3_606_0.mat,3_0_0606,240000,400,16,6,0,100,101
3_607_0.mat,3_0_0607,240000,400,16,1,0,100,102
3_608_0.mat,3_0_0608,240000,400,16,2,0,100,102
3_609_0.mat,3_0_0609,240000,400,16,3,0,100,102
3_610_0.mat,3_0_0610,240000,400,16,4,0,100,102
3_611_0.mat,3_0_0611,240000,400,16,5,0,100,102
3_612_0.mat,3_0_0612,240000,400,16,6,0,100,102
3_613_0.mat,3_0_0613,240000,400,16,1,0,83,103
3_614_0.mat,3_0_0614,240000,400,16,2,0,96,103
3_615_0.mat,3_0_0615,240000,400,16,3,0,100,103
3_616_0.mat,3_0_0616,240000,400,16,4,0,99,103
3_617_0.mat,3_0_0617,240000,400,16,5,0,100,103
3_618_0.mat,3_0_0618,240000,400,16,6,0,100,103
3_619_0.mat,3_0_0619,240000,400,16,1,0,100,104
3_620_0.mat,3_0_0620,240000,400,16,2,0,100,104
3_621_0.mat,3_0_0621,240000,400,16,3,0,100,104
3_622_0.mat,3_0_0622,240000,400,16,4,0,100,104
3_623_0.mat,3_0_0623,240000,400,16,5,0,100,104
3_624_0.mat,3_0_0624,240000,400,16,6,0,100,104
3_625_0.mat,3_0_0625,240000,400,16,1,0,100,105
3_626_0.mat,3_0_0626,240000,400,16,2,0,100,105
3_627_0.mat,3_0_0627,240000,400,16,3,0,100,105
3_628_0.mat,3_0_0628,240000,400,16,4,0,100,105
3_629_0.mat,3_0_0629,240000,400,16,5,0,100,105
3_630_0.mat,3_0_0630,240000,400,16,6,0,100,105
3_631_0.mat,3_0_0631,240000,400,16,1,0,100,106
3_632_0.mat,3_0_0632,240000,400,16,2,0,100,106
3_633_0.mat,3_0_0633,240000,400,16,3,0,100,106
3_634_0.mat,3_0_0634,240000,400,16,4,0,100,106
3_635_0.mat,3_0_0635,240000,400,16,5,0,100,106
3_636_0.mat,3_0_0636,240000,400,16,6,0,100,106
3_637_0.mat,3_0_0637,240000,400,16,1,0,100,107
3_638_0.mat,3_0_0638,240000,400,16,2,0,100,107
3_639_0.mat,3_0_0639,240000,400,16,3,0,100,107
3_640_0.mat,3_0_0640,240000,400,16,4,0,100,107
3_641_0.mat,3_0_0641,240000,400,16,5,0,100,107
3_642_0.mat,3_0_0642,240000,400,16,6,0,100,107
3_643_0.mat,3_0_0643,240000,400,16,1,0,100,108
3_644_0.mat,3_0_0644,240000,400,16,2,0,100,108
3_645_0.mat,3_0_0645,240000,400,16,3,0,100,108
3_646_0.mat,3_0_0646,240000,400,16,4,0,100,108
3_647_0.mat,3_0_0647,240000,400,16,5,0,100,108
3_648_0.mat,3_0_0648,240000,400,16,6,0,100,108
3_649_0.mat,3_0_0649,240000,400,16,1,0,100,109
3_650_0.mat,3_0_0650,240000,400,16,2,0,100,109
3_651_0.mat,3_0_0651,240000,400,16,3,0,100,109
3_652_0.mat,3_0_0652,240000,400,16,4,0,100,109
3_653_0.mat,3_0_0653,240000,400,16,5,0,100,109
3_654_0.mat,3_0_0654,240000,400,16,6,0,100,109
3_655_0.mat,3_0_0655,240000,400,16,1,0,100,110
3_656_0.mat,3_0_0656,240000,400,16,2,0,100,110
3_657_0.mat,3_0_0657,240000,400,16,3,0,100,110
3_658_0.mat,3_0_0658,240000,400,16,4,0,100,110
3_659_0.mat,3_0_0659,240000,400,16,5,0,100,110
3_660_0.mat,3_0_0660,240000,400,16,6,0,100,110
3_661_0.mat,3_0_0661,240000,400,16,1,0,100,111
3_662_0.mat,3_0_0662,240000,400,16,2,0,100,111
3_663_0.mat,3_0_0663,240000,400,16,3,0,100,111
3_664_0.mat,3_0_0664,240000,400,16,4,0,100,111
3_665_0.mat,3_0_0665,240000,400,16,5,0,100,111
3_666_0.mat,3_0_0666,240000,400,16,6,0,100,111
3_667_0.mat,3_0_0667,240000,400,16,1,0,100,112
3_668_0.mat,3_0_0668,240000,400,16,2,0,100,112
3_669_0.mat,3_0_0669,240000,400,16,3,0,100,112
3_670_0.mat,3_0_0670,240000,400,16,4,0,100,112
3_671_0.mat,3_0_0671,240000,400,16,5,0,100,112
3_672_0.mat,3_0_0672,240000,400,16,6,0,100,112
3_673_0.mat,3_0_0673,240000,400,16,1,0,100,113
3_674_0.mat,3_0_0674,240000,400,16,2,0,100,113
3_675_0.mat,3_0_0675,240000,400,16,3,0,100,113
3_676_0.mat,3_0_0676,240000,400,16,4,0,100,113
3_677_0.mat,3_0_0677,240000,400,16,5,0,100,113
3_678_0.mat,3_0_0678,240000,400,16,6,0,100,113
3_679_0.mat,3_0_0679,240000,400,16,1,0,100,114
3_680_0.mat,3_0_0680,240000,400,16,2,0,100,114
3_681_0.mat,3_0_0681,240000,400,16,3,0,100,114
3_682_0.mat,3_0_0682,240000,400,16,4,0,100,114
3_683_0.mat,3_0_0683,240000,400,16,5,0,100,114
3_684_0.mat,3_0_0684,240000,400,16,6,0,100,114
3_685_0.mat,3_0_0685,240000,400,16,1,0,100,115
3_686_0.mat,3_0_0686,240000,400,16,2,0,100,115
3_687_0.mat,3_0_0687,240000,400,16,3,0,100,115
3_688_0.mat,3_0_0688,240000,400,16,4,0,100,115
3_689_0.mat,3_0_0689,240000,400,16,5,0,100,115
3_690_0.mat,3_0_0690,240000,400,16,6,0,100,115
3_691_0.mat,3_0_0691,240000,400,16,1,0,100,116
3_692_0.mat,3_0_0692,240000,400,16,2,0,100,116
3_693_0.mat,3_0_0693,240000,400,16,3,0,100,116
3_694_0.mat,3_0_0694,240000,400,16,4,0,100,116
3_695_0.mat,3_0_0695,240000,400,16,5,0,100,116
3_696_0.mat,3_0_0696,240000,400,16,6,0,100,116
3_697_0.mat,3_0_0697,240000,400,16,1,0,100,117
3_698_0.mat,3_0_0698,240000,400,16,2,0,98,117
3_699_0.mat,3_0_0699,240000,400,16,3,0,94,117
3_700_0.mat,3_0_0700,240000,400,16,4,0,87,117
3_701_0.mat,3_0_0701,240000,400,16,5,0,98,117
3_702_0.mat,3_0_0702,240000,400,16,6,0,100,117
3_703_0.mat,3_0_0703,240000,400,16,1,0,100,118
3_704_0.mat,3_0_0704,240000,400,16,2,0,100,118
3_705_0.mat,3_0_0705,240000,400,16,3,0,100,118
3_706_0.mat,3_0_0706,240000,400,16,4,0,100,118
3_707_0.mat,3_0_0707,240000,400,16,5,0,100,118
3_708_0.mat,3_0_0708,240000,400,16,6,0,100,118
3_709_0.mat,3_0_0709,240000,400,16,1,0,100,119
3_710_0.mat,3_0_0710,240000,400,16,2,0,100,119
3_711_0.mat,3_0_0711,240000,400,16,3,0,100,119
3_712_0.mat,3_0_0712,240000,400,16,4,0,100,119
3_713_0.mat,3_0_0713,240000,400,16,5,0,100,119
3_714_0.mat,3_0_0714,240000,400,16,6,0,100,119
3_715_0.mat,3_0_0715,240000,400,16,1,0,100,120
3_716_0.mat,3_0_0716,240000,400,16,2,0,100,120
3_717_0.mat,3_0_0717,240000,400,16,3,0,100,120
3_718_0.mat,3_0_0718,240000,400,16,4,0,100,120
3_719_0.mat,3_0_0719,240000,400,16,5,0,100,120
3_720_0.mat,3_0_0720,240000,400,16,6,0,100,120
3_721_0.mat,3_0_0721,240000,400,16,1,0,100,121
3_722_0.mat,3_0_0722,240000,400,16,2,0,100,121
3_723_0.mat,3_0_0723,240000,400,16,3,0,100,121
3_724_0.mat,3_0_0724,240000,400,16,4,0,100,121
3_725_0.mat,3_0_0725,240000,400,16,5,0,100,121
3_726_0.mat,3_0_0726,240000,400,16,6,0,100,121
3_727_0.mat,3_0_0727,240000,400,16,1,0,100,122
3_728_0.mat,3_0_0728,240000,400,16,2,0,100,122
3_729_0.mat,3_0_0729,240000,400,16,3,0,100,122
3_730_0.mat,3_0_0730,240000,400,16,4,0,100,122
3_731_0.mat,3_0_0731,240000,400,16,5,0,100,122
3_732_0.mat,3_0_0732,240000,400,16,6,0,100,122
3_733_0.mat,3_0_0733,240000,400,16,1,0,100,123
3_734_0.mat,3_0_0734,240000,400,16,2,0,100,123
3_735_0.mat,3_0_0735,240000,400,16,3,0,100,123
3_736_0.mat,3_0_0736,240000,400,16,4,0,100,123
3_737_0.mat,3_0_0737,240000,400,16,5,0,100,123
3_738_0.mat,3_0_0738,240000,400,16,6,0,100,123
3_739_0.mat,3_0_0739,240000,400,16,1,0,100,124
3_740_0.mat,3_0_0740,240000,400,16,2,0,100,124
3_741_0.mat,3_0_0741,240000,400,16,3,0,100,124
3_742_0.mat,3_0_0742,240000,400,16,4,0,100,124
3_743_0.mat,3_0_0743,240000,400,16,5,0,100,124
3_744_0.mat,3_0_0744,240000,400,16,6,0,100,124
3_745_0.mat,3_0_0745,240000,400,16,1,0,100,125
3_746_0.mat,3_0_0746,240000,400,16,2,0,94,125
3_747_0.mat,3_0_0747,240000,400,16,3,0,100,125
3_748_0.mat,3_0_0748,240000,400,16,4,0,100,125
3_749_0.mat,3_0_0749,240000,400,16,5,0,100,125
3_750_0.mat,3_0_0750,240000,400,16,6,0,100,125
3_751_0.mat,3_0_0751,240000,400,16,1,0,100,126
3_752_0.mat,3_0_0752,240000,400,16,2,0,100,126
3_753_0.mat,3_0_0753,240000,400,16,3,0,100,126
3_754_0.mat,3_0_0754,240000,400,16,4,0,100,126
3_755_0.mat,3_0_0755,240000,400,16,5,0,100,126
3_756_0.mat,3_0_0756,240000,400,16,6,0,100,126
3_757_0.mat,3_0_0757,240000,400,16,1,0,100,127
3_758_0.mat,3_0_0758,240000,400,16,2,0,100,127
3_759_0.mat,3_0_0759,240000,400,16,3,0,100,127
3_760_0.mat,3_0_0760,240000,400,16,4,0,100,127
3_761_0.mat,3_0_0761,240000,400,16,5,0,100,127
3_762_0.mat,3_0_0762,240000,400,16,6,0,100,127
3_763_0.mat,3_0_0763,240000,400,16,1,0,100,128
3_764_0.mat,3_0_0764,240000,400,16,2,0,100,128
3_765_0.mat,3_0_0765,240000,400,16,3,0,100,128
3_766_0.mat,3_0_0766,240000,400,16,4,0,100,128
3_767_0.mat,3_0_0767,240000,400,16,5,0,100,128
3_768_0.mat,3_0_0768,240000,400,16,6,0,89,128
3_769_0.mat,3_0_0769,240000,400,16,1,0,100,129
3_770_0.mat,3_0_0770,240000,400,16,2,0,100,129
3_771_0.mat,3_0_0771,240000,400,16,3,0,100,129
3_772_0.mat,3_0_0772,240000,400,16,4,0,100,129
3_773_0.mat,3_0_0773,240000,400,16,5,0,98,129
3_774_0.mat,3_0_0774,240000,400,16,6,0,100,129
3_775_0.mat,3_0_0775,240000,400,16,1,0,100,130
3_776_0.mat,3_0_0776,240000,400,16,2,0,100,130
3_777_0.mat,3_0_0777,240000,400,16,3,0,100,130
3_778_0.mat,3_0_0778,240000,400,16,4,0,100,130
3_779_0.mat,3_0_0779,240000,400,16,5,0,100,130
3_780_0.mat,3_0_0780,240000,400,16,6,0,100,130
3_781_0.mat,3_0_0781,240000,400,16,1,0,100,131
3_782_0.mat,3_0_0782,240000,400,16,2,0,100,131
3_783_0.mat,3_0_0783,240000,400,16,3,0,100,131
3_784_0.mat,3_0_0784,240000,400,16,4,0,100,131
3_785_0.mat,3_0_0785,240000,400,16,5,0,100,131
3_786_0.mat,3_0_0786,240000,400,16,6,0,100,131
3_787_0.mat,3_0_0787,240000,400,16,1,0,75,132
3_788_0.mat,3_0_0788,240000,400,16,2,0,63,132
3_789_0.mat,3_0_0789,240000,400,16,3,0,100,132
3_790_0.mat,3_0_0790,240000,400,16,4,0,100,132
3_791_0.mat,3_0_0791,240000,400,16,5,0,100,132
3_792_0.mat,3_0_0792,240000,400,16,6,0,100,132
3_793_0.mat,3_0_0793,240000,400,16,1,0,100,133
3_794_0.mat,3_0_0794,240000,400,16,2,0,100,133
3_795_0.mat,3_0_0795,240000,400,16,3,0,100,133
3_796_0.mat,3_0_0796,240000,400,16,4,0,100,133
3_797_0.mat,3_0_0797,240000,400,16,5,0,100,133
3_798_0.mat,3_0_0798,240000,400,16,6,0,100,133
3_799_0.mat,3_0_0799,240000,400,16,1,0,100,134
3_800_0.mat,3_0_0800,240000,400,16,2,0,100,134
3_801_0.mat,3_0_0801,240000,400,16,3,0,100,134
3_802_0.mat,3_0_0802,240000,400,16,4,0,100,134
3_803_0.mat,3_0_0803,240000,400,16,5,0,100,134
3_804_0.mat,3_0_0804,240000,400,16,6,0,100,134
3_805_0.mat,3_0_0805,240000,400,16,1,0,100,135
3_806_0.mat,3_0_0806,240000,400,16,2,0,99,135
3_807_0.mat,3_0_0807,240000,400,16,3,0,82,135
3_808_0.mat,3_0_0808,240000,400,16,4,0,89,135
3_809_0.mat,3_0_0809,240000,400,16,5,0,97,135
3_810_0.mat,3_0_0810,240000,400,16,6,0,92,135
3_811_0.mat,3_0_0811,240000,400,16,1,0,100,136
3_812_0.mat,3_0_0812,240000,400,16,2,0,100,136
3_813_0.mat,3_0_0813,240000,400,16,3,0,100,136
3_814_0.mat,3_0_0814,240000,400,16,4,0,100,136
3_815_0.mat,3_0_0815,240000,400,16,5,0,100,136
3_816_0.mat,3_0_0816,240000,400,16,6,0,100,136
3_817_0.mat,3_0_0817,240000,400,16,1,0,100,137
3_818_0.mat,3_0_0818,240000,400,16,2,0,100,137
3_819_0.mat,3_0_0819,240000,400,16,3,0,100,137
3_820_0.mat,3_0_0820,240000,400,16,4,0,100,137
3_821_0.mat,3_0_0821,240000,400,16,5,0,100,137
3_822_0.mat,3_0_0822,240000,400,16,6,0,100,137
3_823_0.mat,3_0_0823,240000,400,16,1,0,100,138
3_824_0.mat,3_0_0824,240000,400,16,2,0,100,138
3_825_0.mat,3_0_0825,240000,400,16,3,0,100,138
3_826_0.mat,3_0_0826,240000,400,16,4,0,100,138
3_827_0.mat,3_0_0827,240000,400,16,5,0,83,138
3_828_0.mat,3_0_0828,240000,400,16,6,0,100,138
3_829_0.mat,3_0_0829,240000,400,16,1,0,100,139
3_830_0.mat,3_0_0830,240000,400,16,2,0,100,139
3_831_0.mat,3_0_0831,240000,400,16,3,0,100,139
3_832_0.mat,3_0_0832,240000,400,16,4,0,100,139
3_833_0.mat,3_0_0833,240000,400,16,5,0,100,139
3_834_0.mat,3_0_0834,240000,400,16,6,0,100,139
3_835_0.mat,3_0_0835,240000,400,16,1,0,100,140
3_836_0.mat,3_0_0836,240000,400,16,2,0,100,140
3_837_0.mat,3_0_0837,240000,400,16,3,0,100,140
3_838_0.mat,3_0_0838,240000,400,16,4,0,100,140
3_839_0.mat,3_0_0839,240000,400,16,5,0,100,140
3_840_0.mat,3_0_0840,240000,400,16,6,0,100,140
3_841_0.mat,3_0_0841,240000,400,16,1,0,100,141
3_842_0.mat,3_0_0842,240000,400,16,2,0,100,141
3_843_0.mat,3_0_0843,240000,400,16,3,0,100,141
3_844_0.mat,3_0_0844,240000,400,16,4,0,100,141
3_845_0.mat,3_0_0845,240000,400,16,5,0,95,141
3_846_0.mat,3_0_0846,240000,400,16,6,0,100,141
3_847_0.mat,3_0_0847,240000,400,16,1,0,98,142
3_848_0.mat,3_0_0848,240000,400,16,2,0,99,142
3_849_0.mat,3_0_0849,240000,400,16,3,0,99,142
3_850_0.mat,3_0_0850,240000,400,16,4,0,100,142
3_851_0.mat,3_0_0851,240000,400,16,5,0,89,142
3_852_0.mat,3_0_0852,240000,400,16,6,0,100,142
3_853_0.mat,3_0_0853,240000,400,16,1,0,100,143
3_854_0.mat,3_0_0854,240000,400,16,2,0,98,143
3_855_0.mat,3_0_0855,240000,400,16,3,0,100,143
3_856_0.mat,3_0_0856,240000,400,16,4,0,100,143
3_857_0.mat,3_0_0857,240000,400,16,5,0,100,143
3_858_0.mat,3_0_0858,240000,400,16,6,0,100,143
3_859_0.mat,3_0_0859,240000,400,16,1,0,100,144
3_860_0.mat,3_0_0860,240000,400,16,2,0,100,144
3_861_0.mat,3_0_0861,240000,400,16,3,0,100,144
3_862_0.mat,3_0_0862,240000,400,16,4,0,100,144
3_863_0.mat,3_0_0863,240000,400,16,5,0,100,144
3_864_0.mat,3_0_0864,240000,400,16,6,0,100,144
3_865_0.mat,3_0_0865,240000,400,16,1,0,100,145
3_866_0.mat,3_0_0866,240000,400,16,2,0,100,145
3_867_0.mat,3_0_0867,240000,400,16,3,0,100,145
3_868_0.mat,3_0_0868,240000,400,16,4,0,100,145
3_869_0.mat,3_0_0869,240000,400,16,5,0,100,145
3_870_0.mat,3_0_0870,240000,400,16,6,0,100,145
3_871_0.mat,3_0_0871,240000,400,16,1,0,100,146
3_872_0.mat,3_0_0872,240000,400,16,2,0,100,146
3_873_0.mat,3_0_0873,240000,400,16,3,0,100,146
3_874_0.mat,3_0_0874,240000,400,16,4,0,100,146
3_875_0.mat,3_0_0875,240000,400,16,5,0,100,146
3_876_0.mat,3_0_0876,240000,400,16,6,0,100,146
3_877_0.mat,3_0_0877,240000,400,16,1,0,100,147
3_878_0.mat,3_0_0878,240000,400,16,2,0,100,147
3_879_0.mat,3_0_0879,240000,400,16,3,0,100,147
3_880_0.mat,3_0_0880,240000,400,16,4,0,100,147
3_881_0.mat,3_0_0881,240000,400,16,5,0,100,147
3_882_0.mat,3_0_0882,240000,400,16,6,0,100,147
3_883_0.mat,3_0_0883,240000,400,16,1,0,100,148
3_884_0.mat,3_0_0884,240000,400,16,2,0,100,148
3_885_0.mat,3_0_0885,240000,400,16,3,0,100,148
3_886_0.mat,3_0_0886,240000,400,16,4,0,100,148
3_887_0.mat,3_0_0887,240000,400,16,5,0,100,148
3_888_0.mat,3_0_0888,240000,400,16,6,0,100,148
3_889_0.mat,3_0_0889,240000,400,16,1,0,100,149
3_890_0.mat,3_0_0890,240000,400,16,2,0,100,149
3_891_0.mat,3_0_0891,240000,400,16,3,0,100,149
3_892_0.mat,3_0_0892,240000,400,16,4,0,100,149
3_893_0.mat,3_0_0893,240000,400,16,5,0,100,149
3_894_0.mat,3_0_0894,240000,400,16,6,0,100,149
3_895_0.mat,3_0_0895,240000,400,16,1,0,100,150
3_896_0.mat,3_0_0896,240000,400,16,2,0,100,150
3_897_0.mat,3_0_0897,240000,400,16,3,0,100,150
3_898_0.mat,3_0_0898,240000,400,16,4,0,100,150
3_899_0.mat,3_0_0899,240000,400,16,5,0,100,150
