name, name_modified, nr_samples, fs, channel_ids, sequence, class, avg. quality, segment id
2_450_0.mat,2_0_0450,240000,400,16,6,0,96,75
2_451_0.mat,2_0_0451,240000,400,16,1,0,99,76
2_452_0.mat,2_0_0452,240000,400,16,2,0,99,76
2_453_0.mat,2_0_0453,240000,400,16,3,0,100,76
2_454_0.mat,2_0_0454,240000,400,16,4,0,99,76
2_455_0.mat,2_0_0455,240000,400,16,5,0,100,76
2_456_0.mat,2_0_0456,240000,400,16,6,0,100,76
2_457_0.mat,2_0_0457,240000,400,16,1,0,22,77
2_458_0.mat,2_0_0458,240000,400,16,2,0,98,77
2_459_0.mat,2_0_0459,240000,400,16,3,0,100,77
2_460_0.mat,2_0_0460,240000,400,16,4,0,100,77
2_461_0.mat,2_0_0461,240000,400,16,5,0,100,77
2_462_0.mat,2_0_0462,240000,400,16,6,0,98,77
2_463_0.mat,2_0_0463,240000,400,16,1,0,100,78
2_464_0.mat,2_0_0464,240000,400,16,2,0,100,78
2_465_0.mat,2_0_0465,240000,400,16,3,0,100,78
2_466_0.mat,2_0_0466,240000,400,16,4,0,100,78
2_467_0.mat,2_0_0467,240000,400,16,5,0,99,78
2_468_0.mat,2_0_0468,240000,400,16,6,0,100,78
2_469_0.mat,2_0_0469,240000,400,16,1,0,65,79
2_470_0.mat,2_0_0470,240000,400,16,2,0,34,79
2_471_0.mat,2_0_0471,240000,400,16,3,0,93,79
2_472_0.mat,2_0_0472,240000,400,16,4,0,87,79
2_473_0.mat,2_0_0473,240000,400,16,5,0,92,79
2_474_0.mat,2_0_0474,240000,400,16,6,0,95,79
2_475_0.mat,2_0_0475,240000,400,16,1,0,100,80
2_476_0.mat,2_0_0476,240000,400,16,2,0,100,80
2_477_0.mat,2_0_0477,240000,400,16,3,0,100,80
2_478_0.mat,2_0_0478,240000,400,16,4,0,90,80
2_479_0.mat,2_0_0479,240000,400,16,5,0,0,80
2_480_0.mat,2_0_0480,240000,400,16,6,0,0,80
2_481_0.mat,2_0_0481,240000,400,16,1,0,41,81
2_482_0.mat,2_0_0482,240000,400,16,2,0,100,81
2_483_0.mat,2_0_0483,240000,400,16,3,0,98,81
2_484_0.mat,2_0_0484,240000,400,16,4,0,100,81
2_485_0.mat,2_0_0485,240000,400,16,5,0,38,81
2_486_0.mat,2_0_0486,240000,400,16,6,0,55,81
2_487_0.mat,2_0_0487,240000,400,16,1,0,87,82
2_488_0.mat,2_0_0488,240000,400,16,2,0,100,82
2_489_0.mat,2_0_0489,240000,400,16,3,0,100,82
2_490_0.mat,2_0_0490,240000,400,16,4,0,100,82
2_491_0.mat,2_0_0491,240000,400,16,5,0,100,82
2_492_0.mat,2_0_0492,240000,400,16,6,0,100,82
2_493_0.mat,2_0_0493,240000,400,16,1,0,100,83
2_494_0.mat,2_0_0494,240000,400,16,2,0,99,83
2_495_0.mat,2_0_0495,240000,400,16,3,0,100,83
2_496_0.mat,2_0_0496,240000,400,16,4,0,98,83
2_497_0.mat,2_0_0497,240000,400,16,5,0,100,83
2_498_0.mat,2_0_0498,240000,400,16,6,0,100,83
2_499_0.mat,2_0_0499,240000,400,16,1,0,100,84
2_500_0.mat,2_0_0500,240000,400,16,2,0,100,84
2_501_0.mat,2_0_0501,240000,400,16,3,0,100,84
2_502_0.mat,2_0_0502,240000,400,16,4,0,100,84
2_503_0.mat,2_0_0503,240000,400,16,5,0,100,84
2_504_0.mat,2_0_0504,240000,400,16,6,0,100,84
2_505_0.mat,2_0_0505,240000,400,16,1,0,7,85
2_506_0.mat,2_0_0506,240000,400,16,2,0,2,85
2_507_0.mat,2_0_0507,240000,400,16,3,0,74,85
2_508_0.mat,2_0_0508,240000,400,16,4,0,100,85
2_509_0.mat,2_0_0509,240000,400,16,5,0,99,85
2_510_0.mat,2_0_0510,240000,400,16,6,0,100,85
2_511_0.mat,2_0_0511,240000,400,16,1,0,97,86
2_512_0.mat,2_0_0512,240000,400,16,2,0,100,86
2_513_0.mat,2_0_0513,240000,400,16,3,0,100,86
2_514_0.mat,2_0_0514,240000,400,16,4,0,94,86
2_515_0.mat,2_0_0515,240000,400,16,5,0,100,86
2_516_0.mat,2_0_0516,240000,400,16,6,0,96,86
2_517_0.mat,2_0_0517,240000,400,16,1,0,70,87
2_518_0.mat,2_0_0518,240000,400,16,2,0,90,87
2_519_0.mat,2_0_0519,240000,400,16,3,0,93,87
2_520_0.mat,2_0_0520,240000,400,16,4,0,93,87
2_521_0.mat,2_0_0521,240000,400,16,5,0,18,87
2_522_0.mat,2_0_0522,240000,400,16,6,0,62,87
2_523_0.mat,2_0_0523,240000,400,16,1,0,99,88
2_524_0.mat,2_0_0524,240000,400,16,2,0,98,88
2_525_0.mat,2_0_0525,240000,400,16,3,0,34,88
2_526_0.mat,2_0_0526,240000,400,16,4,0,89,88
2_527_0.mat,2_0_0527,240000,400,16,5,0,100,88
2_528_0.mat,2_0_0528,240000,400,16,6,0,99,88
2_529_0.mat,2_0_0529,240000,400,16,1,0,96,89
2_530_0.mat,2_0_0530,240000,400,16,2,0,62,89
2_531_0.mat,2_0_0531,240000,400,16,3,0,71,89
2_532_0.mat,2_0_0532,240000,400,16,4,0,92,89
2_533_0.mat,2_0_0533,240000,400,16,5,0,99,89
2_534_0.mat,2_0_0534,240000,400,16,6,0,98,89
2_535_0.mat,2_0_0535,240000,400,16,1,0,100,90
2_536_0.mat,2_0_0536,240000,400,16,2,0,100,90
2_537_0.mat,2_0_0537,240000,400,16,3,0,99,90
2_538_0.mat,2_0_0538,240000,400,16,4,0,92,90
2_539_0.mat,2_0_0539,240000,400,16,5,0,100,90
2_540_0.mat,2_0_0540,240000,400,16,6,0,99,90
2_541_0.mat,2_0_0541,240000,400,16,1,0,100,91
2_542_0.mat,2_0_0542,240000,400,16,2,0,100,91
2_543_0.mat,2_0_0543,240000,400,16,3,0,47,91
2_544_0.mat,2_0_0544,240000,400,16,4,0,100,91
2_545_0.mat,2_0_0545,240000,400,16,5,0,100,91
2_546_0.mat,2_0_0546,240000,400,16,6,0,99,91
2_547_0.mat,2_0_0547,240000,400,16,1,0,100,92
2_548_0.mat,2_0_0548,240000,400,16,2,0,95,92
2_549_0.mat,2_0_0549,240000,400,16,3,0,96,92
2_550_0.mat,2_0_0550,240000,400,16,4,0,100,92
2_551_0.mat,2_0_0551,240000,400,16,5,0,100,92
2_552_0.mat,2_0_0552,240000,400,16,6,0,100,92
2_553_0.mat,2_0_0553,240000,400,16,1,0,100,93
2_554_0.mat,2_0_0554,240000,400,16,2,0,100,93
2_555_0.mat,2_0_0555,240000,400,16,3,0,99,93
2_556_0.mat,2_0_0556,240000,400,16,4,0,95,93
2_557_0.mat,2_0_0557,240000,400,16,5,0,99,93
2_558_0.mat,2_0_0558,240000,400,16,6,0,96,93
2_559_0.mat,2_0_0559,240000,400,16,1,0,96,94
2_560_0.mat,2_0_0560,240000,400,16,2,0,83,94
2_561_0.mat,2_0_0561,240000,400,16,3,0,56,94
2_562_0.mat,2_0_0562,240000,400,16,4,0,98,94
2_563_0.mat,2_0_0563,240000,400,16,5,0,100,94
2_564_0.mat,2_0_0564,240000,400,16,6,0,80,94
2_565_0.mat,2_0_0565,240000,400,16,1,0,56,95
2_566_0.mat,2_0_0566,240000,400,16,2,0,79,95
2_567_0.mat,2_0_0567,240000,400,16,3,0,99,95
2_568_0.mat,2_0_0568,240000,400,16,4,0,94,95
2_569_0.mat,2_0_0569,240000,400,16,5,0,100,95
2_570_0.mat,2_0_0570,240000,400,16,6,0,79,95
2_571_0.mat,2_0_0571,240000,400,16,1,0,100,96
2_572_0.mat,2_0_0572,240000,400,16,2,0,100,96
2_573_0.mat,2_0_0573,240000,400,16,3,0,100,96
2_574_0.mat,2_0_0574,240000,400,16,4,0,100,96
2_575_0.mat,2_0_0575,240000,400,16,5,0,31,96
2_576_0.mat,2_0_0576,240000,400,16,6,0,0,96
2_577_0.mat,2_0_0577,240000,400,16,1,0,99,97
2_578_0.mat,2_0_0578,240000,400,16,2,0,100,97
2_579_0.mat,2_0_0579,240000,400,16,3,0,100,97
2_580_0.mat,2_0_0580,240000,400,16,4,0,10,97
2_581_0.mat,2_0_0581,240000,400,16,5,0,1,97
2_582_0.mat,2_0_0582,240000,400,16,6,0,100,97
2_583_0.mat,2_0_0583,240000,400,16,1,0,78,98
2_584_0.mat,2_0_0584,240000,400,16,2,0,100,98
2_585_0.mat,2_0_0585,240000,400,16,3,0,100,98
2_586_0.mat,2_0_0586,240000,400,16,4,0,100,98
2_587_0.mat,2_0_0587,240000,400,16,5,0,100,98
2_588_0.mat,2_0_0588,240000,400,16,6,0,78,98
2_589_0.mat,2_0_0589,240000,400,16,1,0,98,99
2_590_0.mat,2_0_0590,240000,400,16,2,0,100,99
2_591_0.mat,2_0_0591,240000,400,16,3,0,99,99
2_592_0.mat,2_0_0592,240000,400,16,4,0,100,99
2_593_0.mat,2_0_0593,240000,400,16,5,0,100,99
2_594_0.mat,2_0_0594,240000,400,16,6,0,99,99
2_595_0.mat,2_0_0595,240000,400,16,1,0,98,100
2_596_0.mat,2_0_0596,240000,400,16,2,0,99,100
2_597_0.mat,2_0_0597,240000,400,16,3,0,99,100
2_598_0.mat,2_0_0598,240000,400,16,4,0,100,100
2_599_0.mat,2_0_0599,240000,400,16,5,0,100,100
2_600_0.mat,2_0_0600,240000,400,16,6,0,99,100
2_601_0.mat,2_0_0601,240000,400,16,1,0,99,101
2_602_0.mat,2_0_0602,240000,400,16,2,0,100,101
2_603_0.mat,2_0_0603,240000,400,16,3,0,97,101
2_604_0.mat,2_0_0604,240000,400,16,4,0,100,101
2_605_0.mat,2_0_0605,240000,400,16,5,0,100,101
2_606_0.mat,2_0_0606,240000,400,16,6,0,100,101
2_607_0.mat,2_0_0607,240000,400,16,1,0,100,102
2_608_0.mat,2_0_0608,240000,400,16,2,0,100,102
2_609_0.mat,2_0_0609,240000,400,16,3,0,100,102
2_610_0.mat,2_0_0610,240000,400,16,4,0,100,102
2_611_0.mat,2_0_0611,240000,400,16,5,0,100,102
2_612_0.mat,2_0_0612,240000,400,16,6,0,100,102
2_613_0.mat,2_0_0613,240000,400,16,1,0,100,103
2_614_0.mat,2_0_0614,240000,400,16,2,0,100,103
2_615_0.mat,2_0_0615,240000,400,16,3,0,100,103
2_616_0.mat,2_0_0616,240000,400,16,4,0,100,103
2_617_0.mat,2_0_0617,240000,400,16,5,0,100,103
2_618_0.mat,2_0_0618,240000,400,16,6,0,100,103
2_619_0.mat,2_0_0619,240000,400,16,1,0,100,104
2_620_0.mat,2_0_0620,240000,400,16,2,0,100,104
2_621_0.mat,2_0_0621,240000,400,16,3,0,100,104
2_622_0.mat,2_0_0622,240000,400,16,4,0,100,104
2_623_0.mat,2_0_0623,240000,400,16,5,0,100,104
2_624_0.mat,2_0_0624,240000,400,16,6,0,100,104
2_625_0.mat,2_0_0625,240000,400,16,1,0,100,105
2_626_0.mat,2_0_0626,240000,400,16,2,0,100,105
2_627_0.mat,2_0_0627,240000,400,16,3,0,100,105
2_628_0.mat,2_0_0628,240000,400,16,4,0,100,105
2_629_0.mat,2_0_0629,240000,400,16,5,0,96,105
2_630_0.mat,2_0_0630,240000,400,16,6,0,100,105
2_631_0.mat,2_0_0631,240000,400,16,1,0,0,106
2_632_0.mat,2_0_0632,240000,400,16,2,0,61,106
2_633_0.mat,2_0_0633,240000,400,16,3,0,95,106
2_634_0.mat,2_0_0634,240000,400,16,4,0,100,106
2_635_0.mat,2_0_0635,240000,400,16,5,0,99,106
2_636_0.mat,2_0_0636,240000,400,16,6,0,99,106
2_637_0.mat,2_0_0637,240000,400,16,1,0,100,107
2_638_0.mat,2_0_0638,240000,400,16,2,0,100,107
2_639_0.mat,2_0_0639,240000,400,16,3,0,100,107
2_640_0.mat,2_0_0640,240000,400,16,4,0,99,107
2_641_0.mat,2_0_0641,240000,400,16,5,0,99,107
2_642_0.mat,2_0_0642,240000,400,16,6,0,97,107
2_643_0.mat,2_0_0643,240000,400,16,1,0,100,108
2_644_0.mat,2_0_0644,240000,400,16,2,0,100,108
2_645_0.mat,2_0_0645,240000,400,16,3,0,100,108
2_646_0.mat,2_0_0646,240000,400,16,4,0,100,108
2_647_0.mat,2_0_0647,240000,400,16,5,0,100,108
2_648_0.mat,2_0_0648,240000,400,16,6,0,100,108
2_649_0.mat,2_0_0649,240000,400,16,1,0,100,109
2_650_0.mat,2_0_0650,240000,400,16,2,0,100,109
2_651_0.mat,2_0_0651,240000,400,16,3,0,100,109
2_652_0.mat,2_0_0652,240000,400,16,4,0,100,109
2_653_0.mat,2_0_0653,240000,400,16,5,0,29,109
2_654_0.mat,2_0_0654,240000,400,16,6,0,0,109
2_655_0.mat,2_0_0655,240000,400,16,1,0,95,110
2_656_0.mat,2_0_0656,240000,400,16,2,0,0,110
2_657_0.mat,2_0_0657,240000,400,16,3,0,0,110
2_658_0.mat,2_0_0658,240000,400,16,4,0,99,110
2_659_0.mat,2_0_0659,240000,400,16,5,0,100,110
2_660_0.mat,2_0_0660,240000,400,16,6,0,100,110
2_661_0.mat,2_0_0661,240000,400,16,1,0,100,111
2_662_0.mat,2_0_0662,240000,400,16,2,0,100,111
2_663_0.mat,2_0_0663,240000,400,16,3,0,100,111
2_664_0.mat,2_0_0664,240000,400,16,4,0,100,111
2_665_0.mat,2_0_0665,240000,400,16,5,0,78,111
2_666_0.mat,2_0_0666,240000,400,16,6,0,83,111
2_667_0.mat,2_0_0667,240000,400,16,1,0,100,112
2_668_0.mat,2_0_0668,240000,400,16,2,0,100,112
2_669_0.mat,2_0_0669,240000,400,16,3,0,100,112
2_670_0.mat,2_0_0670,240000,400,16,4,0,100,112
2_671_0.mat,2_0_0671,240000,400,16,5,0,100,112
2_672_0.mat,2_0_0672,240000,400,16,6,0,100,112
2_673_0.mat,2_0_0673,240000,400,16,1,0,0,113
2_674_0.mat,2_0_0674,240000,400,16,2,0,0,113
2_675_0.mat,2_0_0675,240000,400,16,3,0,64,113
2_676_0.mat,2_0_0676,240000,400,16,4,0,100,113
2_677_0.mat,2_0_0677,240000,400,16,5,0,100,113
2_678_0.mat,2_0_0678,240000,400,16,6,0,100,113
2_679_0.mat,2_0_0679,240000,400,16,1,0,95,114
2_680_0.mat,2_0_0680,240000,400,16,2,0,98,114
2_681_0.mat,2_0_0681,240000,400,16,3,0,86,114
2_682_0.mat,2_0_0682,240000,400,16,4,0,99,114
2_683_0.mat,2_0_0683,240000,400,16,5,0,95,114
2_684_0.mat,2_0_0684,240000,400,16,6,0,100,114
2_685_0.mat,2_0_0685,240000,400,16,1,0,100,115
2_686_0.mat,2_0_0686,240000,400,16,2,0,100,115
2_687_0.mat,2_0_0687,240000,400,16,3,0,100,115
2_688_0.mat,2_0_0688,240000,400,16,4,0,100,115
2_689_0.mat,2_0_0689,240000,400,16,5,0,100,115
2_690_0.mat,2_0_0690,240000,400,16,6,0,88,115
2_691_0.mat,2_0_0691,240000,400,16,1,0,78,116
2_692_0.mat,2_0_0692,240000,400,16,2,0,97,116
2_693_0.mat,2_0_0693,240000,400,16,3,0,89,116
2_694_0.mat,2_0_0694,240000,400,16,4,0,91,116
2_695_0.mat,2_0_0695,240000,400,16,5,0,90,116
2_696_0.mat,2_0_0696,240000,400,16,6,0,67,116
2_697_0.mat,2_0_0697,240000,400,16,1,0,76,117
2_698_0.mat,2_0_0698,240000,400,16,2,0,14,117
2_699_0.mat,2_0_0699,240000,400,16,3,0,91,117
2_700_0.mat,2_0_0700,240000,400,16,4,0,99,117
2_701_0.mat,2_0_0701,240000,400,16,5,0,100,117
2_702_0.mat,2_0_0702,240000,400,16,6,0,99,117
2_703_0.mat,2_0_0703,240000,400,16,1,0,99,118
2_704_0.mat,2_0_0704,240000,400,16,2,0,99,118
2_705_0.mat,2_0_0705,240000,400,16,3,0,97,118
2_706_0.mat,2_0_0706,240000,400,16,4,0,99,118
2_707_0.mat,2_0_0707,240000,400,16,5,0,96,118
2_708_0.mat,2_0_0708,240000,400,16,6,0,92,118
2_709_0.mat,2_0_0709,240000,400,16,1,0,100,119
2_710_0.mat,2_0_0710,240000,400,16,2,0,97,119
2_711_0.mat,2_0_0711,240000,400,16,3,0,100,119
2_712_0.mat,2_0_0712,240000,400,16,4,0,100,119
2_713_0.mat,2_0_0713,240000,400,16,5,0,99,119
2_714_0.mat,2_0_0714,240000,400,16,6,0,98,119
2_715_0.mat,2_0_0715,240000,400,16,1,0,99,120
2_716_0.mat,2_0_0716,240000,400,16,2,0,98,120
2_717_0.mat,2_0_0717,240000,400,16,3,0,99,120
2_718_0.mat,2_0_0718,240000,400,16,4,0,100,120
2_719_0.mat,2_0_0719,240000,400,16,5,0,100,120
2_720_0.mat,2_0_0720,240000,400,16,6,0,100,120
2_721_0.mat,2_0_0721,240000,400,16,1,0,100,121
2_722_0.mat,2_0_0722,240000,400,16,2,0,84,121
2_723_0.mat,2_0_0723,240000,400,16,3,0,76,121
2_724_0.mat,2_0_0724,240000,400,16,4,0,82,121
2_725_0.mat,2_0_0725,240000,400,16,5,0,91,121
2_726_0.mat,2_0_0726,240000,400,16,6,0,88,121
2_727_0.mat,2_0_0727,240000,400,16,1,0,94,122
2_728_0.mat,2_0_0728,240000,400,16,2,0,98,122
2_729_0.mat,2_0_0729,240000,400,16,3,0,89,122
2_730_0.mat,2_0_0730,240000,400,16,4,0,97,122
2_731_0.mat,2_0_0731,240000,400,16,5,0,100,122
2_732_0.mat,2_0_0732,240000,400,16,6,0,100,122
2_733_0.mat,2_0_0733,240000,400,16,1,0,30,123
2_734_0.mat,2_0_0734,240000,400,16,2,0,0,123
2_735_0.mat,2_0_0735,240000,400,16,3,0,97,123
2_736_0.mat,2_0_0736,240000,400,16,4,0,100,123
2_737_0.mat,2_0_0737,240000,400,16,5,0,100,123
2_738_0.mat,2_0_0738,240000,400,16,6,0,100,123
2_739_0.mat,2_0_0739,240000,400,16,1,0,100,124
2_740_0.mat,2_0_0740,240000,400,16,2,0,100,124
2_741_0.mat,2_0_0741,240000,400,16,3,0,99,124
2_742_0.mat,2_0_0742,240000,400,16,4,0,90,124
2_743_0.mat,2_0_0743,240000,400,16,5,0,100,124
2_744_0.mat,2_0_0744,240000,400,16,6,0,100,124
2_745_0.mat,2_0_0745,240000,400,16,1,0,100,125
2_746_0.mat,2_0_0746,240000,400,16,2,0,98,125
2_747_0.mat,2_0_0747,240000,400,16,3,0,100,125
2_748_0.mat,2_0_0748,240000,400,16,4,0,97,125
2_749_0.mat,2_0_0749,240000,400,16,5,0,100,125
2_750_0.mat,2_0_0750,240000,400,16,6,0,100,125
2_751_0.mat,2_0_0751,240000,400,16,1,0,100,126
2_752_0.mat,2_0_0752,240000,400,16,2,0,95,126
2_753_0.mat,2_0_0753,240000,400,16,3,0,100,126
2_754_0.mat,2_0_0754,240000,400,16,4,0,100,126
2_755_0.mat,2_0_0755,240000,400,16,5,0,100,126
2_756_0.mat,2_0_0756,240000,400,16,6,0,33,126
2_757_0.mat,2_0_0757,240000,400,16,1,0,100,127
2_758_0.mat,2_0_0758,240000,400,16,2,0,100,127
2_759_0.mat,2_0_0759,240000,400,16,3,0,100,127
2_760_0.mat,2_0_0760,240000,400,16,4,0,100,127
2_761_0.mat,2_0_0761,240000,400,16,5,0,100,127
2_762_0.mat,2_0_0762,240000,400,16,6,0,100,127
2_763_0.mat,2_0_0763,240000,400,16,1,0,99,128
2_764_0.mat,2_0_0764,240000,400,16,2,0,96,128
2_765_0.mat,2_0_0765,240000,400,16,3,0,89,128
2_766_0.mat,2_0_0766,240000,400,16,4,0,100,128
2_767_0.mat,2_0_0767,240000,400,16,5,0,100,128
2_768_0.mat,2_0_0768,240000,400,16,6,0,99,128
2_769_0.mat,2_0_0769,240000,400,16,1,0,100,129
2_770_0.mat,2_0_0770,240000,400,16,2,0,100,129
2_771_0.mat,2_0_0771,240000,400,16,3,0,100,129
2_772_0.mat,2_0_0772,240000,400,16,4,0,100,129
2_773_0.mat,2_0_0773,240000,400,16,5,0,100,129
2_774_0.mat,2_0_0774,240000,400,16,6,0,99,129
2_775_0.mat,2_0_0775,240000,400,16,1,0,96,130
2_776_0.mat,2_0_0776,240000,400,16,2,0,100,130
2_777_0.mat,2_0_0777,240000,400,16,3,0,67,130
2_778_0.mat,2_0_0778,240000,400,16,4,0,98,130
2_779_0.mat,2_0_0779,240000,400,16,5,0,99,130
2_780_0.mat,2_0_0780,240000,400,16,6,0,100,130
2_781_0.mat,2_0_0781,240000,400,16,1,0,98,131
2_782_0.mat,2_0_0782,240000,400,16,2,0,100,131
2_783_0.mat,2_0_0783,240000,400,16,3,0,98,131
2_784_0.mat,2_0_0784,240000,400,16,4,0,100,131
2_785_0.mat,2_0_0785,240000,400,16,5,0,74,131
2_786_0.mat,2_0_0786,240000,400,16,6,0,100,131
2_787_0.mat,2_0_0787,240000,400,16,1,0,100,132
2_788_0.mat,2_0_0788,240000,400,16,2,0,3,132
2_789_0.mat,2_0_0789,240000,400,16,3,0,95,132
2_790_0.mat,2_0_0790,240000,400,16,4,0,100,132
2_791_0.mat,2_0_0791,240000,400,16,5,0,56,132
2_792_0.mat,2_0_0792,240000,400,16,6,0,91,132
2_793_0.mat,2_0_0793,240000,400,16,1,0,100,133
2_794_0.mat,2_0_0794,240000,400,16,2,0,99,133
2_795_0.mat,2_0_0795,240000,400,16,3,0,100,133
2_796_0.mat,2_0_0796,240000,400,16,4,0,98,133
2_797_0.mat,2_0_0797,240000,400,16,5,0,63,133
2_798_0.mat,2_0_0798,240000,400,16,6,0,89,133
2_799_0.mat,2_0_0799,240000,400,16,1,0,97,134
2_800_0.mat,2_0_0800,240000,400,16,2,0,99,134
2_801_0.mat,2_0_0801,240000,400,16,3,0,100,134
2_802_0.mat,2_0_0802,240000,400,16,4,0,100,134
2_803_0.mat,2_0_0803,240000,400,16,5,0,100,134
2_804_0.mat,2_0_0804,240000,400,16,6,0,100,134
2_805_0.mat,2_0_0805,240000,400,16,1,0,100,135
2_806_0.mat,2_0_0806,240000,400,16,2,0,98,135
2_807_0.mat,2_0_0807,240000,400,16,3,0,100,135
2_808_0.mat,2_0_0808,240000,400,16,4,0,100,135
2_809_0.mat,2_0_0809,240000,400,16,5,0,99,135
2_810_0.mat,2_0_0810,240000,400,16,6,0,100,135
2_811_0.mat,2_0_0811,240000,400,16,1,0,100,136
2_812_0.mat,2_0_0812,240000,400,16,2,0,98,136
2_813_0.mat,2_0_0813,240000,400,16,3,0,100,136
2_814_0.mat,2_0_0814,240000,400,16,4,0,100,136
2_815_0.mat,2_0_0815,240000,400,16,5,0,100,136
2_816_0.mat,2_0_0816,240000,400,16,6,0,100,136
2_817_0.mat,2_0_0817,240000,400,16,1,0,99,137
2_818_0.mat,2_0_0818,240000,400,16,2,0,97,137
2_819_0.mat,2_0_0819,240000,400,16,3,0,76,137
2_820_0.mat,2_0_0820,240000,400,16,4,0,92,137
2_821_0.mat,2_0_0821,240000,400,16,5,0,94,137
2_822_0.mat,2_0_0822,240000,400,16,6,0,86,137
2_823_0.mat,2_0_0823,240000,400,16,1,0,0,138
2_824_0.mat,2_0_0824,240000,400,16,2,0,67,138
2_825_0.mat,2_0_0825,240000,400,16,3,0,100,138
2_826_0.mat,2_0_0826,240000,400,16,4,0,100,138
2_827_0.mat,2_0_0827,240000,400,16,5,0,88,138
2_828_0.mat,2_0_0828,240000,400,16,6,0,98,138
2_829_0.mat,2_0_0829,240000,400,16,1,0,100,139
2_830_0.mat,2_0_0830,240000,400,16,2,0,100,139
2_831_0.mat,2_0_0831,240000,400,16,3,0,100,139
2_832_0.mat,2_0_0832,240000,400,16,4,0,100,139
2_833_0.mat,2_0_0833,240000,400,16,5,0,100,139
2_834_0.mat,2_0_0834,240000,400,16,6,0,99,139
2_835_0.mat,2_0_0835,240000,400,16,1,0,75,140
2_836_0.mat,2_0_0836,240000,400,16,2,0,83,140
2_837_0.mat,2_0_0837,240000,400,16,3,0,37,140
2_838_0.mat,2_0_0838,240000,400,16,4,0,71,140
2_839_0.mat,2_0_0839,240000,400,16,5,0,96,140
2_840_0.mat,2_0_0840,240000,400,16,6,0,82,140
2_841_0.mat,2_0_0841,240000,400,16,1,0,0,141
2_842_0.mat,2_0_0842,240000,400,16,2,0,69,141
2_843_0.mat,2_0_0843,240000,400,16,3,0,100,141
2_844_0.mat,2_0_0844,240000,400,16,4,0,98,141
2_845_0.mat,2_0_0845,240000,400,16,5,0,100,141
2_846_0.mat,2_0_0846,240000,400,16,6,0,100,141
2_847_0.mat,2_0_0847,240000,400,16,1,0,92,142
2_848_0.mat,2_0_0848,240000,400,16,2,0,68,142
2_849_0.mat,2_0_0849,240000,400,16,3,0,64,142
2_850_0.mat,2_0_0850,240000,400,16,4,0,36,142
2_851_0.mat,2_0_0851,240000,400,16,5,0,83,142
2_852_0.mat,2_0_0852,240000,400,16,6,0,97,142
2_853_0.mat,2_0_0853,240000,400,16,1,0,92,143
2_854_0.mat,2_0_0854,240000,400,16,2,0,71,143
2_855_0.mat,2_0_0855,240000,400,16,3,0,68,143
2_856_0.mat,2_0_0856,240000,400,16,4,0,93,143
2_857_0.mat,2_0_0857,240000,400,16,5,0,97,143
2_858_0.mat,2_0_0858,240000,400,16,6,0,99,143
2_859_0.mat,2_0_0859,240000,400,16,1,0,65,144
2_860_0.mat,2_0_0860,240000,400,16,2,0,90,144
2_861_0.mat,2_0_0861,240000,400,16,3,0,99,144
2_862_0.mat,2_0_0862,240000,400,16,4,0,99,144
2_863_0.mat,2_0_0863,240000,400,16,5,0,98,144
2_864_0.mat,2_0_0864,240000,400,16,6,0,97,144
2_865_0.mat,2_0_0865,240000,400,16,1,0,95,145
2_866_0.mat,2_0_0866,240000,400,16,2,0,66,145
2_867_0.mat,2_0_0867,240000,400,16,3,0,100,145
2_868_0.mat,2_0_0868,240000,400,16,4,0,99,145
2_869_0.mat,2_0_0869,240000,400,16,5,0,67,145
2_870_0.mat,2_0_0870,240000,400,16,6,0,99,145
2_871_0.mat,2_0_0871,240000,400,16,1,0,100,146
2_872_0.mat,2_0_0872,240000,400,16,2,0,98,146
2_873_0.mat,2_0_0873,240000,400,16,3,0,99,146
2_874_0.mat,2_0_0874,240000,400,16,4,0,99,146
2_875_0.mat,2_0_0875,240000,400,16,5,0,100,146
2_876_0.mat,2_0_0876,240000,400,16,6,0,59,146
2_877_0.mat,2_0_0877,240000,400,16,1,0,88,147
2_878_0.mat,2_0_0878,240000,400,16,2,0,83,147
2_879_0.mat,2_0_0879,240000,400,16,3,0,94,147
2_880_0.mat,2_0_0880,240000,400,16,4,0,91,147
2_881_0.mat,2_0_0881,240000,400,16,5,0,86,147
2_882_0.mat,2_0_0882,240000,400,16,6,0,98,147
2_883_0.mat,2_0_0883,240000,400,16,1,0,84,148
2_884_0.mat,2_0_0884,240000,400,16,2,0,66,148
2_885_0.mat,2_0_0885,240000,400,16,3,0,99,148
2_886_0.mat,2_0_0886,240000,400,16,4,0,95,148
2_887_0.mat,2_0_0887,240000,400,16,5,0,91,148
2_888_0.mat,2_0_0888,240000,400,16,6,0,94,148
2_889_0.mat,2_0_0889,240000,400,16,1,0,6,149
2_890_0.mat,2_0_0890,240000,400,16,2,0,100,149
2_891_0.mat,2_0_0891,240000,400,16,3,0,97,149
2_892_0.mat,2_0_0892,240000,400,16,4,0,98,149
2_893_0.mat,2_0_0893,240000,400,16,5,0,97,149
2_894_0.mat,2_0_0894,240000,400,16,6,0,100,149
2_895_0.mat,2_0_0895,240000,400,16,1,0,100,150
2_896_0.mat,2_0_0896,240000,400,16,2,0,100,150
2_897_0.mat,2_0_0897,240000,400,16,3,0,100,150
2_898_0.mat,2_0_0898,240000,400,16,4,0,100,150
2_899_0.mat,2_0_0899,240000,400,16,5,0,100,150
